,Attribute,Label,Description,Required,Cond_Req,Valid Values,Conditional Requirements,Component
specimenIdSource,specimenIdSource,SpecimenIdSource,"The repository or database to which a specimenID maps; or, the group or lab that generated the specimen. For cell culture studies, the commercial source or lab that generated the cells.",False,,,,BiospecimennonHuman
parentSpecimenID,parentSpecimenID,ParentSpecimenID,"Unique identifier for the direct Parent from which the Specimen was derived, processed, pooled, etc. (if applicable)",False,,,,BiospecimennonHuman
specimenID,specimenID,SpecimenID,"Identifying string linked to a particular sample or specimen, provide by the data contributor",True,,,,BiospecimennonHuman
tissueVolume,tissueVolume,TissueVolume,The volume of the tissue sample. Measured in microliters.,True,,"['Unknown', 'Not applicable', 'Not collected']",,BiospecimennonHuman
Component,Component,Component,TBD,False,,,,BiospecimennonHuman
tissue,tissue,Tissue,Indicate the tissue the specimen is from,True,,"['Vaginal Epithelium', 'Parietal Pleura', 'Prostatic Duct Tissue', 'Crypt Epithelium', 'Not applicable', 'Ependyma', 'Aorta Endothelium', 'Hepatic Sinusoid', 'Ectoderm', 'Pseudostratified Columnar Ciliated Epithelium', 'Ovarian Tissue', 'Reticular Dermis', 'Pulmonary Lobule', 'Dense Connective Tissue', 'Medullary Bone', 'Embryonic Connective Tissue', 'Mesothelium', 'Prefrontal Cortex', 'Mediastinal Pleura', 'Nasal Mucosa', 'Internal Granular Layer of the Cerebral Cortex', 'Retina Layer', 'Intestinal Wall Tissue', 'Nasal Cavity Respiratory Epithelium', 'Sheath of Schwann', 'Arachnoid Membrane', 'White Adipose Tissue', 'Brain Arachnoid Membrane', 'Endometrial Tissue', 'Serosa', 'Pigment Epithelium', 'Salivary Gland Tissue', 'Respiratory Bronchiole Epithelium', 'Intestinal Smooth Muscle Tissue', 'Lymph Node Subcapsular Sinus', 'Pancreatic Acinus', 'Rathke Pouch Epithelium', 'Inner Enamel Epithelium', 'Periurethral Zone of the Prostatic Parenchyma', 'Gray Matter', 'Gastric Muscular Coat', 'Extracapsular Tissue', 'Spinal Cord Dura Mater', 'Anal Mucosa', 'Arteriole Smooth Muscle Tissue', 'External Granular Layer of the Cerebral Cortex', 'Endocrine Reproductive Tissue', 'Mammary Epithelium', ""Bowman's Membrane"", 'Adrenal Cortex', 'Trachea Smooth Muscle Tissue', 'Epidermis', 'Stratified Squamous Epithelium', 'Tunica Media', 'Paratesticular Soft Tissue', 'Joint Capsule', 'Small Intestinal Lamina Propria', 'Glomerular Basement Membrane', 'Brain Dura Mater', 'Columnar Epithelium', 'Renal Pyramid', 'Bronchus-Associated Lymphoid Tissue', 'Gingival Epithelium', 'Duodenal Mucosa', 'Artery Smooth Muscle Tissue', 'Glandular Epithelial Tissue', 'Nasal Cavity Epithelium', 'Marginal Zone of the Lymph Node', 'Genital Tubercle', 'Dermal Papilla', 'Blood Vessel Tissue', 'Gastric Muscularis Mucosa', 'Regular Dense Connective Tissue', 'Odontogenic Epithelium', 'Papillary Dermis', 'Esophageal Mucosa', 'Mucosa of the Upper Lip', 'Vascular Smooth Muscle Tissue', 'Periorbital Soft Tissue', 'Connective Tissue', 'Renal Tubule Epithelium', 'Bone Tissue', 'Endocervical Glandular Epithelium', 'Bronchus Submucosa', 'Conjunctival Epithelium', 'Mature Bone', 'Pelvic Peritoneum', 'Lymphoid Follicle', 'Vena Cava Endothelium', 'Membrane of the Brain or Spinal Cord', 'Tonsillar Tissue', 'Tongue Epithelium', 'Dermo-Epidermal Junction', 'Stratified Columnar Epithelium', 'Dentin', 'Meningeal Layer of the Dura Mater', 'Endoneurium', 'Serosal Surface of the Liver', 'Bone Matrix', 'Nephron', 'Venous System Endothelium', 'Synovial Membrane', 'Gubernaculum Testis', 'Periarteriolar Lymphoid Sheath', 'Ectocervical Mucosa', 'Splenic Sinus', 'Lateral Ventricle Ependyma', 'Terminal Ductal Lobular Unit', 'Lymph Node Trabecula', 'Mesonephric Remnants', 'Nerve Tissue and Nerve Sheaths', 'Leptomeninges', 'Squamous Epithelium', 'Adrenal Gland Tissue', 'Bladder Tissue', 'Thyroid Gland Follicle', 'Pseudostratified Epithelium', 'Esophageal Lamina Propria', 'Stratified Cuboidal Epithelium', 'Bone Trabeculae', 'Renal Tubule Basement Membrane', 'Superficial Myometrium', 'Small Intestinal Muscularis Mucosa', 'Esophageal Serosal Surface', 'Efferent Ductule Epithelium', 'Urethra Epithelium', 'Bronchus Elastic Tissue', 'Suprachorioid Lamina', 'Mesoderm', 'Venous System Smooth Muscle Tissue', 'Mucosa of the Lip', 'Germinative Follicular Epithelium', 'Reproductive Tissue', 'Gastric Mucosa', 'Bronchial Epithelium', 'Epithelium', 'Thymic Lobule', 'Neuropil', 'Uterus Serosal Surface', 'Accessory Tissue', 'Laryngeal Mucosa', 'Lamella of Harvesian System', 'Urethra Urothelium', 'Glandular Epithelium', 'Lymph Node Cortex', 'Fourth Ventricle Ependyma', 'Splenic Pulp', 'Thyroid Gland Epithelial Tissue', 'Gingival Mucosa', 'Cerebral Meninges', 'Hematopoietic Tissue', 'Arterial System Smooth Muscle Tissue', 'Thyroid Gland Tissue', 'Pleura', 'External Elastic Membrane', 'Small Intestinal Wall Tissue', 'Choroid', 'Bladder Lamina Propria', 'Brown Adipose Tissue', 'Parathyroid Gland Tissue', 'Canalis Radicis Dentis', 'Terminal Bronchiole Epithelium', 'Endothelium', 'Germinal Epithelium', 'Perineurium', 'Splenic White Pulp', 'Inner Limiting Membrane', 'Large Intestinal Serosal Surface', 'Pineal Parenchyma', 'Vascular Endothelium', 'Gray Matter of the Spinal Cord', 'Posterior Pigment Epithelium', 'Bladder Muscularis Mucosa', 'Remnants of the Notochord', 'Visceral Pleura', 'Brain Pia Mater', 'Small Intestinal Muscular Coat', 'Substantia Nigra', 'Meninges', 'Ciliated Respiratory Mucosa', 'Renal Interstitial Tissue', 'Marginal Zone', 'Gastric Tissue', 'Oropharyngeal Soft Tissue', 'Periosteum', 'Endocervical Mucosa', 'Inner Membrane Amniotic Membrane Tissue', 'Ovarian Cortex', 'Epineurium', 'Lateral Mesoderm', 'Bronchus Basement Membrane', 'Urachal Epithelium', 'Aorta Smooth Muscle Tissue', 'Secondary Tympanic Membrane', 'Germinal Center', 'Iliotibial Band', 'Osteoid', 'Skin Tissue', 'Endothelium of the Glomerular Capillary', 'Thymic Epithelial Tissue', 'Peripheral Zone of the Prostatic Parenchyma', 'Choroid Plexus Epithelium of the Fourth Ventricle', 'Connective and Soft Tissue', 'Portal Lobule', 'Adrenal Medulla', 'Oral Cavity Epithelium', 'Renal Cortex', 'Mediastinal Soft Tissue', 'Large Intestinal Muscularis Mucosa', 'Lymph Node Tissue', 'Epithelial Tissue', 'Choristoma', 'Cementum', 'Surface Ectoderm', 'Peyer Patch Germinal Center', 'Not collected', 'Bronchus Lamina Propria', 'Tonsillar Lymphoid Tissue', 'Lymphatic Vessel Endothelium', 'Molecular Layer of the Cerebellum', 'Neuroepithelial Tissue', 'Subserosa', 'Trachea Submucosa', 'Connective Tissue Component of the Peripheral Nerve', 'Simple Columnar Epithelium', ""Hassall's Corpuscle"", 'Parametrium', 'Lymph Node Sinus', 'Renal Pelvis Urothelium', 'Eyelid Subcutaneous Connective Tissue', 'Choroid Plexus Epithelium', 'Myelin Sheath', 'Cerebellum White Matter', 'Renal Tissue', 'Prostatic Tissue', 'Corneal Endothelium', 'Umbilical Cord Tissue', 'Odontogenic Tissue', 'Cervix Squamous Epithelium', 'Esophageal Squamous Epithelium', 'Unknown', 'Deep Gray Matter', 'Vein Endothelium', 'Smooth Muscle Tissue', 'Outer Enamel Epithelium', 'Neuroectoderm', 'Muscle Tissue', 'Lactiferous Duct', 'Intestinal Serosal Surface', 'Intraparenchymal', 'Palpebral Conjunctiva', 'Foramen Apicis Dentis', 'External Pyramidal Cell Layer of the Cerebral Cortex', 'Mammary Gland Tissue', 'Upper Gingiva', 'Cuboidal Epithelium', 'Ductal Epithelium', 'Gingiva', 'Bulbar Conjunctiva', 'Papillary-Reticular Dermal Interface', 'Buccal Mucosa', 'Dura Mater', 'Laryngeal Epithelium', 'Skeletal Muscle Tissue', 'Pericardium', 'Lymph Node Germinal Center', 'Embryonic Tissue', 'Arterial System Endothelium', 'Pseudostratified Columnar Epithelium', 'Peritoneum', 'Ganglionic Layer of the Cerebral Cortex', 'Perisinusoidal Space', ""Descemet's Membrane"", 'Mucous Connective Tissue', 'Mucosa-Associated Lymphoid Tissue', 'Cartilaginous Tissue', 'Interfollicular Area of the Lymph Node', 'Intestinal Mucosa', 'Spinal Cord Pia Mater', 'Duct Salivary Gland System', 'Ovarian Medulla', 'Large Intestinal Submucosa', 'Choroid Plexus Epithelium of the Lateral Ventricle', 'Bladder Serosal Surface', 'Lamina Propria', 'Gut-Associated Lymphoid Tissue', 'Retinal Pigment Epithelium', 'Membrane', 'Mesangium', 'Basilar Membrane of the Membranous Canal of the Cochlea', 'Bronchus Smooth Muscle Tissue', 'Adipose Tissue', 'Oropharyngeal Lymphoid Tissue', 'Myometrium', 'Tympanic Membrane', 'Cortical Cell Layer of the Cerebellum', 'Lung Tissue', 'Parathyroid Gland Follicle', 'Right Lung Alveolar Duct', 'Small Intestinal Serosal Surface', 'Hematopoietic and Lymphoid Tissue', 'Peyer Patch', 'Parathyroid Gland Epithelial Tissue', 'Cortical Cell Layer of the Cerebral Cortex', 'Transitional Zone of the Prostatic Parenchyma', 'Vas Deferens Epithelium', 'Blood Vessel Endothelium', 'Prostatic Muscular Tissue', 'Portal Triad', 'Myocardium', 'Tunica Intima', 'Pyramid of Malpighi', 'Bronchiole Epithelium', 'Oropharyngeal Tissue', 'Gallbladder Lamina Propria', 'Lymphoid Tissue', 'Juxtaglomerular Apparatus', 'Subependymal Tissue', 'Fibrous Tissue', 'Lymph Node Medullary Portion', 'Bile Duct Epithelium', 'Bladder Mucosa', 'Prostatic Epithelium', 'Cortical Bone', 'Neural Retina', 'Outer Limiting Membrane', 'Seminiferous Tubule', 'Spinal Cord Arachnoid Membrane', 'Muscularis Mucosa', 'Alveolar Epithelium', 'Basilar Membrane', 'Fibroadipose Tissue', 'Nasopharynx Epithelium', 'Hyaline Cartilage', 'Immature Bone', 'Nasal Soft Tissue', 'Mantle Zone', 'Large Intestinal Lamina Propria', 'Demineralized Bone Tissue', 'Lower Gingiva', 'Fascicle', 'Internal Elastic Membrane', 'Ovarian Surface Epithelium', 'Ocular Tissue', 'Gastric Serosal Surface', 'Hepatic Tissue', 'Dermis', 'Odontogenic Ectomesenchyme', 'Seminiferous Epithelium', 'Tunica Adventitia', 'Dental Pulp', 'Gallbladder Epithelium', 'Lymph Node Lymphoid Follicle', 'Seminal Vesicle Epithelium', 'Multiform Cell Layer of the Cerebral Cortex', 'Large Intestinal Wall Tissue', 'Remnants of the Central Canal of the Spinal Cord', 'Cardiac Tissue', 'Small Intestinal Submucosa', 'Abdominal Peritoneum', 'Subcutis', 'Fibrocartilage', 'Ganglion Cell Layer', 'Heart Valve Tissue', 'and Nerve Sheaths', 'Splenic Lymphoid Follicle', 'Bile Duct Tissue', 'Thymic Trabecula', 'Outer Plexiform Layer', 'Peyer Patch Lymphoid Follicle', 'Thymic Lymphoid Tissue', 'Mesenchyme', 'Intrahepatic Bile Duct Epithelium', 'Oral Mucosa', 'Laryngeal Connective Tissue', 'Olfactory Mucosa', 'Elastic Cartilage', 'Alveolar Duct', 'Hepatobiliary Tissue', 'Splenic Marginal Sinus', 'Fat Pad', 'Periodontium', 'Urothelium', 'Haversian System', 'Perforating Canal', 'Hepatic Lobule', 'Gastric Submucosa', 'Venule Endothelium', 'Non-Cellular Component', 'Non-Valve Cardiac Conduit Tissue', 'Connective Tissue Proper', 'Muscle Layer', 'Endosteum', 'Gallbladder Smooth Muscle Tissue', 'Tongue Skeletal Muscle Tissue', 'Cortical Cell Layer', 'Trachea Lamina Propria', 'Brain Gray Matter', 'Brain White Matter', 'Eyelid Connective Tissue', 'Paranasal Sinus Epithelium', 'Subcapsular Epithelium of the Lens', 'Bronchus Connective Tissue', 'Molecular Layer of the Cerebral Cortex', 'Classic Lobule', 'Alveolar Septum', 'Acinar Salivary Gland System', 'Corneal Epithelium', 'Central Zone of the Prostatic Parenchyma', 'Splenic Germinal Center', 'Stratified Epithelium', 'White Matter', 'Pyramid of Ferrein', 'Extrahepatic Bile Duct Epithelium', 'Enamel', 'Esophageal Muscular Coat', 'Layer of the Ophthalmic Nerve Fibers', 'Testicular Tissue', 'Waldeyer Ring', 'Left Lung Alveolar Duct', 'Placenta Tissue without Amniotic Elements', 'Haversian Canal', 'Bladder Urothelium', 'Ependyma and Remnants of the Central Canal of the Spinal Cord', 'Gallbladder Serosal Surface', 'Loose Connective Tissue', 'Perineural Tissue', 'Cervix Epithelium', 'Nodular Parenchymal Tissue', 'Submucosa', 'Transitional Epithelium', 'Simple Squamous Epithelium', 'White Matter of the Spinal Cord', 'Vaginal Squamous Epithelium', 'Trachea Basement Membrane', 'Esophageal Epithelium', 'Simple Cuboidal Epithelium', 'Corpus Callosum', 'Lymphatic Vessel Smooth Muscle Tissue', 'Soft Tissue', 'Tympanic Epithelium', 'Splenic Tissue', 'Nerve Sheath', 'Splenic Trabecula', 'Colonic Mucosa', 'Tectorial Membrane', 'Thymus Medulla', 'Episclera', 'Neuroendocrine Tissue', 'Artery Endothelium', 'Granular Layer of the Cerebellum', 'Extracellular Matrix', 'Thymic Tissue', 'Paraxial Mesoderm', 'Inner Nuclear Layer', 'Germinal Layer', 'Stroma', 'Islet of Langerhans', 'Membrane of Reissner', 'Pia Mater', 'Nerve Tissue', 'Alveolar Sac', 'Internal Granular Layer of the Cerebellum', 'Endometrium', 'Mucosa of the Lower Lip', 'Visceral Striated Muscle Tissue', 'Inner Plexiform Layer', 'Small Intestinal Mucosa', 'Parenchyma', 'Tracheal Epithelium', 'Outer Nuclear Layer', 'Layer of the Rods and Cones', 'Endoderm', 'Striated Muscle Tissue', 'Cartilage Matrix', 'Intestinal Epithelium', 'Mucosa', 'Simple Epithelium', 'Purkinje Cell Layer of the Cerebellum', 'Intermediate Mesoderm', 'Esophageal Tissue', 'Spinal Meninges', 'Esophageal Muscularis Mucosa', 'Prostatic Stroma', 'Other', 'Cervix Glandular Epithelium', 'Thymus Cortex', 'Splenic Red Pulp', 'Digestive System Lamina Propria', 'Oropharynx Epithelium', 'Prepuce Epithelium', 'Arteriole Endothelium', 'Irregular Dense Connective Tissue', 'Conjunctiva', 'Gut Epithelium', 'Penis Erectile Tissue', 'Splenic Marginal Zone', 'Olfactory Epithelium', 'Bladder Muscular Coat', 'Ciliary Epithelium', 'Basement Membrane', 'Renal Medulla', 'Breast Fibroglandular Tissue', 'Large Intestinal Muscular Coat', 'Splenic Cord', 'Cerebral White Matter', 'Peripheral Nerve Sheath', 'Liver Acinus', 'Ventricular Wall of the Heart', 'Large Intestinal Mucosa', 'Capillary Endothelium']",,BiospecimennonHuman
specimenType,specimenType,SpecimenType,Type of biological material comprising the Specimen,True,,"['stool', 'Not applicable', 'Other', 'organoid', 'Sputum', 'swabs', 'Plasma', 'Cerebrospinal Fluid (CSF)', 'Unknown', 'blood', 'tissue', 'Urine', 'Saliva', 'Serum', 'Not collected']",,BiospecimennonHuman
specimenSource,specimenSource,SpecimenSource,Indicate the biological area of the specimen,True,,"['Other', 'glomerular capillary endothelial cell', 'peritubular capillary endothelial cell', 'kidney afferent arteriole endothelial cell', 'kidney capillary endothelial cell', 'vasa recta ascending limb cell', 'Not applicable', 'vein endothelial cell', 'capillary endothelial cell', 'endothelial cell of high endothelial venule', 'endothelial cell of arteriole', 'endothelial cell of artery', 'kidney efferent arteriole endothelial cell', 'vasa recta descending limb cell', 'alveolar capillary type 2 endothelial cell', 'endothelial cell of venule', 'blood vessel endothelial cell', 'vein endothelial cell of respiratory system', 'endometrial microvascular endothelial cell', 'pulmonary capillary endothelial cell', 'Unknown', 'endothelial cell of sinusoid', 'vasa recta cell', 'placental villus capillary endothelial cell', 'alveolar capillary type 1 endothelial cell', 'Not collected']",,BiospecimennonHuman
individualID,individualID,IndividualID,"Identifying string linked to the individual or animal being studied, provided by the data contributor",True,,,,BiospecimennonHuman
tissueWeight,tissueWeight,TissueWeight,The mass of the tissue specimen. Measured in mg.,True,,"['Unknown', 'Not applicable', 'Not collected']",,BiospecimennonHuman
fastingState,fastingState,FastingState,Was individual fasting when the sample was taken (true/false),True,,"['Not applicable', 'TRUE', 'Other', 'Uknown', 'FALSE', 'Not collected']",,BiospecimennonHuman
nucleicAcidSource,nucleicAcidSource,NucleicAcidSource,"Specifies the type of nucleic acid (DNA, RNA, Pooled, etc.) found in a sample.",True,,"['bulk cell', 'Not applicable', 'sorted cells', 'bulk nuclei', 'Other', 'single nucleus', 'mitochondria', 'Unknown', 'single cell', 'sorted nuclei', 'Not collected']",,BiospecimennonHuman
parentSpecimenType,parentSpecimenType,ParentSpecimenType,Type of biological material comprising the Parent Specimen (if applicable),False,,,,BiospecimennonHuman
laboratoryProcedure,laboratoryProcedure,LaboratoryProcedure,Procedure by which the Specimen was derived from Parent Specimen (if applicable),False,,,,BiospecimennonHuman
treatmentDurationUnit,treatmentDurationUnit,TreatmentDurationUnit,Unit of treatment duration,False,True,"['Minutes', 'Not Specified', 'Weeks', 'Months', 'Years', 'Days', 'Seconds', 'Hours', 'd.p.c.', '']"," If Assay is ""genotyping"" then ""treatmentDurationUnit"" is required",BiospecimennonHuman
reagentCatalogNumber,reagentCatalogNumber,ReagentCatalogNumber,"If the assay reagent is a commercial product, enter the vendor's catalog identifier. If the reagent is a custom preparation enter 'NA'. ",False,True,," If Assay is ""genotyping"" then ""reagentCatalogNumber"" is required",BiospecimennonHuman
treatmentTemperatureValue,treatmentTemperatureValue,TreatmentTemperatureValue,Value of treatment temperature,False,True,," If Assay is ""genotyping"" then ""treatmentTemperatureValue"" is required",BiospecimennonHuman
treatmentID(s),treatmentID(s),TreatmentID(s),"One or more identifiers, separated by a semicolon (;). The treatment identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse",False,True,," If Assay is ""genotyping"" then ""treatmentID(s)"" is required",BiospecimennonHuman
specifyMeasurementTechnique,specifyMeasurementTechnique,SpecifyMeasurementTechnique,Value is determined by the data contributor,False,True,," If Assay is ""genotyping"" then ""specifyMeasurementTechnique"" is required",BiospecimennonHuman
Filename,Filename,Filename,Name of the file. This helps to link annotations from metadata files.,False,True,," If Assay is ""genotyping"" then ""Filename"" is required",BiospecimennonHuman
reagentLotNumber,reagentLotNumber,ReagentLotNumber,The lot number is often provided by a reagent source when the reagent is replenished over time. ,False,True,," If Assay is ""genotyping"" then ""reagentLotNumber"" is required",BiospecimennonHuman
useReagent,useReagent,UseReagent,Was a reagent applied to the sample,False,True,"['No', 'YesUseReagent', '']"," If Assay is ""genotyping"" then ""useReagent"" is required",BiospecimennonHuman
reagentID(s),reagentID(s),ReagentID(s),"One or more identifiers, separated by a semicolon (;). The reagent identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse",False,True,," If Assay is ""genotyping"" then ""reagentID(s)"" is required",BiospecimennonHuman
useTreatment,useTreatment,UseTreatment,Was a treatment applied to the sample,False,True,"['No', 'YesUseTreatment', '']"," If Assay is ""genotyping"" then ""useTreatment"" is required",BiospecimennonHuman
treatmentDurationValue,treatmentDurationValue,TreatmentDurationValue,Duration of treatment,False,True,," If Assay is ""genotyping"" then ""treatmentDurationValue"" is required",BiospecimennonHuman
reagentName,reagentName,ReagentName,The reagent name is an alternative to the Reagent ID,False,True,," If Assay is ""genotyping"" then ""reagentName"" is required",BiospecimennonHuman
specifySampleType,specifySampleType,SpecifySampleType,Value is determined by the data contributor,False,True,," If Assay is ""genotyping"" then ""specifySampleType"" is required",BiospecimennonHuman
treatmentTemperatureUnit,treatmentTemperatureUnit,TreatmentTemperatureUnit,Unit of treatment temperature,False,True,"['Not Specified', 'C', 'K', 'F', '']"," If Assay is ""genotyping"" then ""treatmentTemperatureUnit"" is required",BiospecimennonHuman
reagentManufacturer,reagentManufacturer,ReagentManufacturer,"The manufacturer is the source of a reagent and may include commercial vendors as well as non-commercial sources (e.g., collaborating labs)",False,True,," If Assay is ""genotyping"" then ""reagentManufacturer"" is required",BiospecimennonHuman
treatmentName,treatmentName,TreatmentName,"Treatments refer to in vitro modifications of samples. Three treatment types are supported: agent amount, duration, and temperature.  Treatment name is an alternate identifier to the Treatment ID ",False,True,," If Assay is ""genotyping"" then ""treatmentName"" is required",BiospecimennonHuman
treatmentAmountUnit,treatmentAmountUnit,TreatmentAmountUnit,Unit of treatment amount,False,True,"['g/l', 'MOI', 'nM', 'mg/l', 'nl', 'ul', 'M', 'pg/ul', 'pg/nl', 'mg/ml', 'pg', 'AFU', 'uiu/ml', 'units/ml', 'DK units/ml', 'ng/dl', 'kg', 'gm', 'ng/nl', 'TCID50', 'ug/l', 'pg/mg creatinine', 'ng', 'PFU', 'mg/dl', 'AU/ml', 'pM', 'ug/ul', 'iu/l', 'pg/ml', 'Not Specified', 'umol/l', 'uM', 'ug', 'IU/ml', 'NPX', 'pl', 'HAU', 'AI', 'Pound', 'ug/dl', 'PFUe', 'l', 'IU', 'mM', 'ng/ml', 'mg', 'miu/ml', 'Kallikrein Inactivator Unit per Milliliter', 'ng/ul', 'ml', 'optical density', 'ug/ml', 'g/dl', '']"," If Assay is ""genotyping"" then ""treatmentAmountUnit"" is required",BiospecimennonHuman
treatmentAmountValue,treatmentAmountValue,TreatmentAmountValue,"The Amount Value indicates how much (concentration, mass, volume) of a treatment agent was applied to a sample.",False,True,," If Assay is ""genotyping"" then ""treatmentAmountValue"" is required",BiospecimennonHuman
reagentContact,reagentContact,ReagentContact,The contact information is particularly helpful when the reagent is not from a commercial vendor.,False,True,," If Assay is ""genotyping"" then ""reagentContact"" is required",BiospecimennonHuman
sampleType,sampleType,SampleType,The type of sample collected,False,True,"['Amniotic Fluid', 'Pancreas', 'Sputum', 'Small intestine', 'Appendix', 'cell line', 'Carbohydrate', 'Popliteal lymph node', 'Vagina', 'Epithelium', 'Thymus', 'Feces', 'Tonsil', 'Liver', 'Colon', 'Dried Blood Spot', 'Brachial lymph node', 'Trachea', 'Neutrophil', 'Stomach', 'Positive Control', 'Breast Milk', 'Nasal Swab', 'DNA', 'Leukocytes', 'Bronchoalveolar Lavage Fluid', 'Inguinal lymph node', 'Endotracheal aspirate', 'Basophils', 'Monocyte', 'Lymphocyte', 'Negative Control', 'PBL', 'Cerebrospinal Fluid', 'Urine', 'Cord blood', 'Colonic Lamina Propria', 'Bone', 'Lung', 'Umbilical cord blood', 'B cell', 'Skin of body', 'Fibroblast', 'Lipid', 'Plasma', 'Red Blood Cell', 'Whole blood', 'brain', 'Lung lymph node', 'Synovial tissue', 'Protein', 'Nasal lavage fluid', 'Jejunum', 'Cervical lymph nodes', 'Pancreatic Stellate Cells', 'Saliva', 'Dendritic cell', 'Cell culture supernatant', 'Osteoblasts', 'Spleen', 'Oropharyngeal Swab Specimen', 'Lymph node', 'Ileum', 'Not Specified', 'Nasal Swab or Nose Specimen', 'PBMC', 'Synovial fluid', 'Organoids', 'Urinary bladder', 'Gastric lamina propria', 'Pooled Sample', 'OtherSampleType', 'Macrophage', 'Tumor Tissue', 'Dermis', 'Salivary Glands', 'Placenta', 'NK cell', 'Mesenteric lymph node', 'Rectal Swab Specimen', 'Bone Marrow', 'Serum', 'Convalescent Plasma', 'Optic Nerve', 'Kidney', 'T cell', 'Mouse Ear', 'Nasopharyngeal Swab Specimen', '']"," If Assay is ""genotyping"" then ""sampleType"" is required",BiospecimennonHuman
reagentWeblink,reagentWeblink,ReagentWeblink,An internet address that may provide details of an assay reagent.,False,True,," If Assay is ""genotyping"" then ""reagentWeblink"" is required",BiospecimennonHuman
studyCode,studyCode,StudyCode,"Unique identifier for the study, assigned by the DCC",True,,"['LC', 'ILO', 'LG', 'LLFS']",,IndividualnonHuman
speciesName,speciesName,SpeciesName,"The scientific name of the species (typically a taxonomic group, ex. ""Eremophila alpestris"") the individual belongs to.",True,,,,IndividualnonHuman
taxon,taxon,Taxon,"Taxonomic identifier. The National Center for Biotechnology Information taxon ID (formatted as, ex. ""txid9989"")",True,,,,IndividualnonHuman
speciesGroup,speciesGroup,SpeciesGroup,The taxonomic ranking including both species and subspecies the individual belongs to.,True,,"['Human', 'Primate', 'Not applicable', 'Mammal', 'Other', 'Rodent', 'Unknown', 'Bird', 'Not collected']",,IndividualnonHuman
individualID,individualID,IndividualID,"Identifying string linked to the individual or animal being studied, provided by the data contributor",True,,,,IndividualnonHuman
commonName,commonName,CommonName,"The biological species common name the individual belongs to (ex. ""Horned Lark"").note: As a default, the valid scientific name for the species should be indicated. ",True,,,,IndividualnonHuman
speciesAge,speciesAge,SpeciesAge,"Age of individual (formatted in months, ex. ""72 months""). note: Uncertainty about the age might require recording age by specifying a lower and upper estimate in months for the age of the animal.",True,,"['Unknown', 'Not applicable', 'Not collected']",,IndividualnonHuman
captivityDuration,captivityDuration,CaptivityDuration,"The duration of captivity in months for the individuals in captivity (formatted in months, ex. 72 months). note: Applicable only to animals with captivity status captive.",False,,"['Unknown', 'Not applicable', 'Not collected', '']",,IndividualnonHuman
Component,Component,Component,TBD,False,,,,IndividualnonHuman
captivityStatus,captivityStatus,CaptivityStatus,"The status of the individual with regard to captivity. note: Wild, captive, and stranded values are applicable, especially for marine mammals. Depending on life stage terminology for individual species, other are possible. Please let the data curation team know.",True,,"['Wild', 'Not applicable', 'CaptiveCaptivityStatus', 'Stranded', 'Other', 'Unknown', 'Not collected']",,IndividualnonHuman
cohort,cohort,Cohort,Name of the cohort the individual belongs to,True,,"['and Body Composition Study (HealthABC)', 'Not applicable', 'Cardiovascular Health Study (CHS)', 'Other', 'The Health', 'US Family', 'Unknown', 'Study of Osteoporotic Fractures (SOF)', 'Centenarian', 'The Osteoporotic Fractures in Men (MrOS) Study', 'Aging', 'Denmark Family', 'Not collected']",,IndividualnonHuman
sex,sex,Sex,The biological sex of the individual,True,,"['Not applicable', 'Other', 'Unknown', 'Female', 'Male', 'Not collected']",,IndividualnonHuman
lifeStage,lifeStage,LifeStage,The life stage of the individual. note: Other are possible depending on life stage terminology for individual species. Please let the data curation team know.,True,,"['Post-Juvenile', 'Not applicable', 'Other', 'Juvenile', 'Unknown', 'Adult', 'Not collected']",,IndividualnonHuman
sampleBatchSize,sampleBatchSize,SampleBatchSize,The number of samples,False,,,,MetabolomicsHuman
processingBatchSizeUnit,processingBatchSizeUnit,ProcessingBatchSizeUnit,The unit of measurement for number of samples in a batch,False,,"['g/l', 'MOI', 'nM', 'mg/l', 'nl', 'ul', 'M', 'pg/ul', 'pg/nl', 'OtherProcessingBatchSizeUnit', 'mg/ml', 'pg', 'AFU', 'uiu/ml', 'units/ml', 'DK units/ml', 'ng/dl', 'kg', 'gm', 'ng/nl', 'TCID50', 'ug/l', 'pg/mg creatinine', 'ng', 'PFU', 'mg/dl', 'AU/ml', 'pM', 'ug/ul', 'iu/l', 'bpg/dl', 'pg/ml', 'Not Specified', 'umol/l', 'uM', 'ug', 'IU/ml', 'NPX', 'pl', 'HAU', 'AI', 'Pound', 'ug/dl', 'PFUe', 'l', 'IU', 'mM', 'ng/ml', 'mg', 'miu/ml', 'Kallikrein Inactivator Unit per Milliliter', 'ng/ul', 'ml', 'optical density', 'ug/ml', '']",,MetabolomicsHuman
specifyBatchSizeUnits,specifyBatchSizeUnits,SpecifyBatchSizeUnits,Value is determined by the data contributor,False,,,,MetabolomicsHuman
batchLabel,batchLabel,BatchLabel,Used to supply batch label information with any string value,False,,,,MetabolomicsHuman
specifyProcessingBatchSizeUnit,specifyProcessingBatchSizeUnit,SpecifyProcessingBatchSizeUnit,Value is determined by the data contributor,False,,,,MetabolomicsHuman
